"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Data_Point_A","Final_Score_A","Read1_Date_A","Read1_ID_A","Read1_Score_A","Read1_Cond_A","Read2_Date_A","Read2_ID_A","Read2_Score_A","Read2_Cond_A","Read3_Date_A","Read3_ID_A","Read3_Score_A","Read3_Cond_A","Read5_Date_A","Read5_ID_A","Read5_Score_A","Read5_Cond_A","Data_Point_B","Final_Score_B","Read1_Date_B","Read1_ID_B","Read1_Score_B","Read1_Cond_B","Read2_Date_B","Read2_ID_B","Read2_Score_B","Read2_Cond_B","Read3_Date_B","Read3_ID_B","Read3_Score_B","Read3_Cond_B","Read5_Date_B","Read5_ID_B","Read5_Score_B","Read5_Cond_B","Data_Point_C","Final_Score_C","Read1_Date_C","Read1_ID_C","Read1_Score_C","Read1_Cond_C","Read2_Date_C","Read2_ID_C","Read2_Score_C","Read2_Cond_C","Read3_Date_C","Read3_ID_C","Read3_Score_C","Read3_Cond_C","Read5_Date_C","Read5_ID_C","Read5_Score_C","Read5_Cond_C","Alert_Code_1","Alert_ReaderID_1","Alert_Code_2","Alert_ReaderID_2","prediction_A","prediction_B","prediction_C"
531,"AI-XC",20131218113507,1000,1000,"A","Y","","M",537215,5,11066675,"Y",56274,"       the job of an archeologist   For a job of a archeologist, you find things that will help you and other people of   learning more about the past. Also, you can be the first one to touch a artifact. Being a archeologist, you need a lot of time to do it, and you will have to be in a lot heat. But, it is worth it because of you find a artifact, you can get a lot of money for doing so.   In 1994, a group of men found a discovery that could change the history of things. Also, it was about George Washington so the group that found it got a lot of money. It was a big accomplishment in the world.   As you can see, being a archeologist can be very cool. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.93242454451983
532,"AI-XC",20131218113507,1000,1000,"W","","","M",537222,5,11066680,"Y",56274,"                                         the tools                                                                   the tool they used were very helpful they were; pickaxe and shovel,whisk and             dustpan,knife,wheelbarrow,skimshovel,and last but not least the trowel                                                                                                                                                                                                                                                                                                                                                                                                                                               by;kevin moss ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
533,"AI-XC",20131218113507,1000,1000,"W","N","N","F",537251,5,11066685,"Y",56274,"                                                                                        Archeologists                         Did you know that archeologists have a very hard job to do? Well if you didn't do I am about to tell you all about them and there very hard job. Archeologists spend most of there time mining for fossils and bones and some even full bodies. When archeologists first found objects they had no idea what they were doing. People first started to be archeologists when they discoverd Fort James. This fort is were most all archeologists went when they were looking for bones and fossils. Fort James was built in 1607 from settelers that wanted to start a new life. Many of these settlers belived that James should be built near a river because it was easier to dock ships their. These settlers later became archeologists and they started finding objects everywhere. Once they became more into it, it was their life. Later on, a national park service when on a five year hunt trying to find this fort so our archeoloigests now can study there.                      Between all of their hard work they finaly found the fort!!!!! After they found the fort they also found eleven cellars, and ten whole buildings. This took archeologists a very long time. They studied and studied with alot of hard work and never gave up to find the Fort. An amazing fun fact is that today, archeologists find more than 1million objects every single year. If think that this is an easy job you are wrong. This is such a difficult job that you have to study for many years before you start to do this job profesionaly. Its also not easy to find the objects. you have to be trained and you also need how to use the tools very properly. Now I will tell you all about archeologists tools. Their different tools that they uses are called pick and shovel, whisk and dustpan, knife, wheelbarrow, skimshovel, and trowel. Some of these objects I think you will be familier with but most, I don't think you will be.                        The tools that you are not familier with are quite complicated. First of all, the skim shovel is used to remove a thin layer of soil with each scoop. The trowel is used to scrape and cut to view the different layers of soil. The whisk and dustpan is used to clear away dirt from the excavation side. These are the tools that I am not familier with, but you might be. I thought that it was very interesting to learn about the different tools that archeologists use to find objects and bones. Now I hope you understand more agout archeologists and their very hard job. In conclusion, archeologists are very interesting to learn facts about and I hope you learned alot from my essay about these very interesting and unique people.                                       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17055404172978,2.7849984332841,2
534,"AI-XC",20131218113507,1000,1000,"W","N","N","F",537252,5,11066688,"Y",56274,"         Archeologists           Archeologists have very difficult and interesting jobs. Many of these jobs include working with artifacts from the past. In a way they are like detectives with shovels. But, that is not the only tool Archeologists use. Numerous tools are used in the process of finding, studying, and most of all making sure the artifact is not hurt during the event. They use things like the pick and shovel, whisk and dustpan, knife, wheelbarrow, skim shovel,and the trowel.       Also, archeologists can become very important people. Some have discovered things from the range of dinosaur bones to famous actor's personal belongings. This has made them important due to the fact that people seem to become closer to people of the past once they know something about their childhood or early life. This may be because people are most of the time drawn to the persons life before they became successful. This makes the job of an archeologist more worth wild.       Finally, I believe that this certain job is amazing because of the ground sight that they work on. One might be astonished to know that archeologists actually get to encounter the historical landscape from a very up close view. This interests me because I would love to pretend like I lived in that past life on a farm with my cows. A beautiful ground sight to work on would be a castle of an old pirate. Going into all the rooms; digging up stolen treasures and finding swords. It would be spectacular!       In conclusion, I believe that the job of an archeologist would be awesome. Although, digging isn't really my specialty, finding breathtaking artifacts and holding a little piece of history in my hands would be my dream job. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64387957611914,2.42117184734833,2
535,"AI-XC",20131218113507,1000,1000,"H","N","N","M",537269,5,11066691,"Y",56274,"                             A archeologists job is smoetimes hard because they have to study the thing that the archeologists are looking for. Archeologists have to use tools for there invistigation. Like                         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.480165136010736
536,"AI-XC",20131218113507,1000,1000,"NR","","","F",537322,5,11066694,"Y",56274," The Life of an Archeologist        What  you do as an archeologist is very time consuming. You could be in three teams the first team uses 3D computers to maps the area. The second team does the digging in a place that the call the dig,and do the troweling. The third team is in a lab the study the artifacts.            Being an archeologist is worth it you can find many things like pottery,frames, and maybe even weapons. There are so many things that you could find. And once you find them you get to share them.                                                                                                                                                                                                                                                                                                                             What it means when you find an artifact is that you can share it. It gives people a better understanding of the famous person that the artifact belonged to. How the lived and why they made the decisions the did.                                                                                                                                                                                                                                                                                                     Another part of being an archeologist is you have to find what you will be looking for, where it's at, what  equitment you need, and the teams for it. It would be good if you had a sponser so you have extra money for where you go. Having a reseach about that place would be good too.      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96133276189418,1.77396707852577,1.30961446895509
537,"AI-XC",20131218113507,1000,1000,"NR","","","M",537325,5,11066697,"Y",56274,"                                                                           The BIG Bang!               Once I was home alone and i heard a big bang downstairs so I went downstairs to see. It was someone knocking at my door i didn't know who it was so I didn't let them in. Five minutes later I heard the door open and someone came in I hid under my bed then I got out from under my bed I went downstairs with my bat and I found out it was my mom and she asked why I had a bat and I said I was playing base ball outside. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.00489694626804,0.0331019900582291
538,"AI-XC",20131218113507,1000,1000,"NR","","","M",537365,5,11066700,"Y",56274,"      An ar ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.446784799565238
539,"AI-XC",20131218113507,1000,1000,"W","N","N","M",537371,5,11066703,"Y",56274,"  The people who look for James town have found old toys. The people who try to find parts of Washington's past have to work hard. Archoliegests have lots of tools. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.758767955514909
540,"AI-XC",20131218113507,1000,1000,"NR","","","F",537416,5,11066706,"Y",56274,"      Archaeologist have a lot of task to do on their job.Some archaeologist might find these task diffucult .Others it's not.   some think they have a diffucult job but they really don't.           Archaeologist have many things they have to do like dig up the artifacts. After that they have to carefully dust them off .Then they have to scrape off the extra dirt.Then they have to cary them some where safe                                                                              archaeoloigist have todo more work than you would think. They have to be very careful. their job is kinda dangerous. Some people actullay enjoy even you might enjoy it. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05127142803796,1.13369052845584,0.928835035679327
541,"AI-XC",20131218113507,1000,1000,"W","","","F",537518,5,11066709,"Y",56274," The job of an archeologists is a person or a scientists studys objects from the past like Abe Lincolns black hat or coins that they used to have.There were alot of things they used to have a long time a go. If you had some thing that was running through your family that was like from a long time that might be valueable but then you wouldnt want to give it to a random person you can keep giving it by generation to generation.An archeologists have to be really smart to to thee job there doing like if they studied a whell barrow they would know if it picks up dirt or not.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.183775479757412
542,"AI-XC",20131218113507,1000,1000,"W","","","F",537521,5,11066713,"Y",56274,"          The Jobs of  Archaeologist   By:Kayla Truran         The jobs of Archaeologist are cool but they are hard to do.  Archaeologist first use a computer mapping software to make a image of the the area they are going to use.  Archaeologists then they look at the ground with it  and they can see things under ground.Then they mark the spot.  The spot they mark is the spot they are going to dig in.          Archaeological start digging with a skim shovels they remove thin layer of soil.  The next tool they use is picks and shovels to dig in to the earth.  Then they use a trowel to scrape and cut layers of soil.  They use the wheelbarrow to  carry the dirt .  When they get close to the artifacts they use knifes to scrape dirt around artifacts.  They then use whisk and dustpan to brush dirt off the artifacts. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11111453703694,1.16551201947171,0.786244997449881
543,"AI-XC",20131218113507,1000,1000,"H","N","Y","F",537524,5,11066717,"Y",56274,"                      It is interesting to look and be in the past without having to actually be there.Archeologists have discovered many things about the past.First archeologists have discovered exactly where James Fort was ocated and many facts about the life of people that lived there. They also have discovered many facts about the life of George Washington as a kid.                         After many slow years archeologists have discovered where James Fort was located and what the life of people that lived at James Fort was like. They have found out that Jmes Fort was not washed away by a river but it was still there! Reports from archeologists say that they found where it is located and why it is located there. They also found out about many things about the people that lived there. They found out how they fought the Indians that attacked them, where they put the things that they didn't want or need. That was the discovery of ''long lost James Fort.''                           Archeologists have also discovered things about the childhood of George Washington. They found out where he lived. How did they find out that the house they were looking at was his? Archeologists found out that the house they were looking at was his because they used details about what happened in the past, to find out about things today. For Example, they used the fact that George Washington's house once caught on fire and that George Washington smoked clay pipes to find out that they were looking at the correct house. That is the dicovery of George Washington's past.                           Why would they want to dig the past? Archeologists dig up the past so they can learn new things about the past. Sometimes books don't have enough information for what they want to learn so they decide to dig it up or investigate themselves.They also like to dig up the past so kids can learn more and also adults. Adults can learn what the lif e of George Washington was like before he became a president.Those were the reasons why they would be intrested in digging up the past.                              Some times people want to learn more about the past.I think that people like archeologists are very nice and intelligent people. I think they are kind because they help people learn more. I think they are intelligent because they use clues from the past to get to a end.         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54258890526168,2.33118302427614,1.80180623698634
544,"AI-XC",20131218113507,1000,1000,"W","Y","","M",537562,5,11066721,"Y",56274," The Job of A Archeologists       To be an Archeologists you Have to have right tool   And right cloths well first thing i would do is get   a pick axe and shovel + a whisk so when I think   I found something i can wipe it off and see if   i got a bone or something. But most of all i   especially need a pick axe and shovel for digging   and hitting huge rocks and breaking them the    spots i would look for would be the Grand Canyon    and Fort James for like at Grand Canyon I would   dinosaur bones and other cool things and at Fort-   James and the thing i would look for there is the   pieces to the American Flag, Armor and Weapons   that they used, But the coolest place i would go is to   the white house and look for stuff that the presidents   may of dropped something. Or go to George Washington's   house and see if i could find something he wrote or a piece   of paper that he wrote his speech on or maybe a pitcher. But   to be a Archeologists you need to know the sources like if you    need to know what a Archeologist does he looks for dinosaur    bones our any kinds of important history.     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49292980898955,1.37738820923641,0.536514542146984
545,"AI-XC",20131218113507,1000,1000,"W","Y","","M",537664,5,11066723,"Y",56274,"                                                    My report                                          Digging history people fond more info about the old days that we cant make any more. Most of what we know about George Washingoton comes from his time as a soldier and president. Biographies dont have very much information about his childhood. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.250338030019222
546,"AI-XC",20131218113507,1000,1000,"W","","","M",537665,5,11066727,"Y",56274," Archeologists work hard everyday. They have to use a pick and shovel to diginto the earth close to the artifact. Use whisk and dustpans to brush the dirt off the artifacts and clear the away dirt.  Use a knife carefuly to dig and to scrape dirt from around the artifacts.  Use a wheelbarrow to move items from one place to another or carry dirt away from the excavation site.  Use skim shovels a shovel with a flat edge used to carfully remove a thin layer of soil with each scoop. Acheologists also use trowel to scrape and cut to view the different layers of soil. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.743583907016869
547,"AI-XC",20131218113507,1000,1000,"NR","","","F",537673,5,11066731,"Y",56274," James town was a   rediscovery project to the archeologists and then they found James Fort the first things they found were a set of maeks on the ground and they should on the walls too. And people read the drawings too that were made then the archeologists knew that the fort would be shaped like a triangle.All the ledges were deigned to hold canons . ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
548,"AI-XC",20131218113507,1000,1000,"NR","","","F",537716,5,11066735,"Y",56274," Today i am going to write a report about archeologists and what they used for my ''HistoryDay''project.Archeologists used picks,shovels,whisk.dustpans,knifes,wheelbarrels,skim shovels,and trowels.They used the pick and shovel to dig into the earth cliose to the artifacts.They used the whisk and ddustpan to brush dirt off the artifact and clear away dirt from the evacuation site.They used knifes to scrape dirt from around the artifacts.They used the wheel barrels to move items from one place to another.They used the skim shovel to carefully remove a thin layer of soil with each scoop.They used a trowel to scrape and cut to view the different layers of soil.And this is ''History Day'' project. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.08597325425512,0.668095654585087
549,"AI-XC",20131218113507,1000,1000,"W","Y","N","M",537725,5,11066739,"Y",56274,"                                 ARCHEOLOGIST                                                                                                                                                                                                                               The job of an archeologist would be fun to go dig up history in Washington house. it is very fun to find history. It would be a little hard because you would have to be very careful and you mite rowen history. Being an archeologist would cool case you can see history with your own eyes. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.693191987979061
550,"AI-XC",20131218113507,1000,1000,"H","N","Y","F",537737,5,11066743,"Y",56274,"      What I'v learned about archologists is that they are people that like to discover new things every day as there ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
551,"AI-XC",20131218113507,1000,1000,"W","N","N","F",537765,5,11066748,"Y",56274,"                                 Archeologist are people who discover things.  They discover dinisour bones.  They discover historical things which might of been own by famous people a long time ago.  The things they discover might go into the museum.  They might be looked at and be in apart of experiments.                                   Archeologist use tools to dig up the things they find.   Like a pick shovel it helps with digging things up from the ground.  Whisk and the dustpan helps brush off the dirt.  The knife is used to scrape dirt off the artifacts.  The wheelbarrow helps move things.  The skim shovel has a flat edge to remove a layer of soil from the ground.  Trowel is the most commond tool it scrapes and cuts layers of soil.                               Archeologist is a fun job you get to explore and get to see different things.  It has been around for many years. When you go to the museums to see what they find it is awsome.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50864204492599,1.48419347990606,0.826262251727397
552,"AI-XC",20131218113507,1000,1000,"NR","","","M",537869,5,11066752,"Y",56274,"  An archeologists job           An archeologists job is to dig up things from the past, or find things that used to be useful. Archeologists can dig up dinosaurs famous people animals anything, but sometimes it can be nothing. Sometimes when an archeologist finds something, or someone famous they can become rich if they find enough stuff.       I can tell you some things bad about being an archeologist because mountains could collapse on you if there is a big sound. You can be discovering things, and a bolder can roll off the mountain, and crush you, and if you live it you will be very hurt and may not even walk again.       Here are some good things that could happen when you are an archeologist, you can find a famous person and the stuff they had and you can get a lot of money. You should find important things needed for other people and they could give you money. You could just get money from finding things that have been under ground for thousands and thousands of years.         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51679090822098,1.44763722507081,0.95735034257818
553,"AI-XC",20131218113507,1000,1000,"NR","","","F",537917,5,11066756,"Y",56274," archeologists       why are archeologists so important? why do they need all those tools? well i can help you with that . archeologists use those tools to help either brush,dig,or scrape things.                     getting to know the tools.lets look at some questions you might have....           why were they so important? what tools did they use? who can be an archeologist? how do they find special spots? when do they dig? where do they dig?                    lets talk about the pick and shovel. most digs start with these two tools. they are used to dig into the earth .now lets talk about the whisk and dustpan. they are used to brush dirt off the artifacts and clear away dirt from the excavation.now on the other hand the knife is used for careful digging and to scrape dirt from around the artifacts. the wheelbarrow is used to move items from one place to another or carry dirt away.another tool is the skim shovel. that is used to carefully remove a thin layer of soil with each scoop.and last but not least is the trowel. probably the most common tool in archeology. it is used to scrape and cut to view the different layers of soil.               now, lets talk about why they are so important. archeologist help us find important facts, stuff and other things. lets take a look at digging up Washington's past. do you see how the found the perfect digging spot. you see no one knew exactly where the Washington home was located since the actual building was long gone.they dig somethings like fossils,rocks,toys,pictures,and evidence.                 now, lets look at some questions you might have.   why were they so important?   well that's because they dug up many special things that are now in museums and being looked at.          2. what tools did they use?   well, they used many tools like the skim shovel and the wheelbarrow.       3. who can be an archeologist?    mostly anyone can be an archeologist, but you have to be well trained and have experience in collage .       4. how do they find special spots?you have to do a lot of research to find that special spot. mostly because not everything on the internet is true.                                                             5.when do they dig?   they can dig at any point of the day they just have to get approval.       6.where do they dig?   they mostly dig at famous presidents, famous singers, and people who made a change.                   well,as you can see archeologist are very important people. they find many cool things.  i love how in 1994,a group of people interested in studying the past started the Jamestown rediscovery archeological project. also i love how today,ferry farm offers many opportunities for kids to get involved. so if your not busy GO TO FERRY FARMS!!!!!!!!!!!!!!!!!!                there is lots of websies you can go to to get all the information. i love learning about the past. oh and  did you know the discovery of washingtons home is important for many reasons.first,it gives the citizens of the USA a better understanding of who george washington was before he became president.            well there is a lot of sites you can go to for more information. like if you have more questions.                                                        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11195037224937,2.89871904340272,2
554,"AI-XC",20131218113507,1000,1000,"NR","","","M",537918,5,11066760,"Y",56274," The job of an arkiologist is very hard they have to work really slowfor a long time and you may find nothing.They most of the time have to go off of what people say were it is like fort James people said it was by the river but only one part was by the river.They have to some times work long periods of time to find an artifact like armor, wepons, potery, and cellers.       When they did Goerge Washingtons farm it could take them two weeks to dig up twenty-five square feet. It took a very long time to dig up his entire farm. It also took a while to find the area to dig they found the main farm house last and the kitchen first.       Also at the James town fort it took a while to find its exact location by looking for artifacts such as on the rivers bank they found stone ledges that once use to hold cannons they also found were the town dumped its garbage. The artifacts that prooved they had found Goerge Washingtons farm were some burnt pottery from the fire they had and part of a clay pipe that his father had smoked. In conclusion I think that arkiologists work very hard and patiently. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64751817427387,1.57887241781582,0.724947319987022
555,"AI-XC",20131218113507,1000,1000,"NR","","","M",537920,5,11066766,"Y",56274,"                                    The job of an archeologist         Archeologists hvae tough jobs, they have to be good at many different subjects. The prosess of digging for artifacts is a long one. Teams can have up to 35 people. One team uses 3D  computers to see whats under ground. Then the other team starts digging. They use skim shovels to carefully remove thin layers of soil. All of the soil goes into a box with a half-inch screen which lets all the dirt fall out while the artifacts stay in.         The job of an archeologist is vary important because without them we would not  know about all the people in history that we know about today. Listed below are some of the tools that archeologists use.       . Picks and shovels are commenly used at the begianing of most digs.   .A whisk and dustpan are used to brush dirt of the artifacts and clear the dirt away from the site.                                             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89472937658404,1.69714007947869,1.34644243084488
556,"AI-XC",20131218113507,1000,1000,"NR","","","F",537921,5,11066770,"Y",56274," In 1994 many people were interested to study the past. The project was designed to discover the secrets of James Fort in Jamestown,Virginia. For over 200 years, People thought that fort had been washed away by a river. Some discoveries in the area hinted that it might still be around.    The fort was built in 1607 when settlers came from England to start a new life. Most believed that James Fort was built near the river. It was easier to dock ships there,so it made sense that the settlers choose that spot.However,objects found nearby suggested the fort was located further away.The new spot probably gave the settlers more protection from enemy ships.    First objects were found in 1861. Archeologist, the name For scientists who study objects from the past, uncovered armor and weapons. They also discovered the floors of buildings.Over 100 years later, a group effort to find the exact spot where the fort was built began.The National Park Service led a five year study of the area to figure out how the land was used.They knew that this would help dicide where to look for proof of the fort. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76277539093118,1.61387454112133,1.54320206310885
